condition_id,agent_type,agent_label,task_id,task_type,server,execution_mode,server_load_level,servers,repetition,model_id,temperature,success,error,input_tokens,output_tokens,total_tokens,total_latency_ms,tool_call_count,tool_call_success_count,tool_call_success_rate,tool_selection_correctness,task_success,task_grade,response_length,trace_event_count,completed_at
A1_T2-MCP-4_maximal_r1,mcp,A1,T2-MCP-4,T2,nasa,MCP,maximal,nasa;alphavantage;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,180695,526,181221,19666.74029999922,2,2,1.0,1.0,True,1.0,1013,7,2026-03-20T21:43:20.113273+00:00
A3_T2-MCP-4_minimal_r1,multi_agent_mcp,A3,T2-MCP-4,T2,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,149853,870,150723,24132.1835000017,3,3,1.0,1.0,True,1.0,780,13,2026-03-20T21:45:52.020898+00:00
A3_T2-MCP-4_moderate_r1,multi_agent_mcp,A3,T2-MCP-4,T2,nasa,MCP,moderate,nasa;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,150164,890,151054,24722.2471999994,3,3,1.0,1.0,True,1.0,934,13,2026-03-20T21:46:25.419324+00:00
A3_T2-MCP-4_maximal_r1,multi_agent_mcp,A3,T2-MCP-4,T2,nasa,MCP,maximal,nasa;alphavantage;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,150605,844,151449,24020.083100000196,3,3,1.0,1.0,True,1.0,823,13,2026-03-20T21:47:02.610578+00:00
A1_T2-MCP-5_minimal_r1,mcp,A1,T2-MCP-5,T2,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,147895,394,148289,17202.382299998135,2,2,1.0,1.0,True,1.0,915,7,2026-03-20T21:49:29.924528+00:00
A1_T2-MCP-5_moderate_r1,mcp,A1,T2-MCP-5,T2,nasa,MCP,moderate,nasa;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,152770,418,153188,18229.034999996657,2,2,1.0,1.0,True,1.0,1106,7,2026-03-20T21:49:56.357333+00:00
A1_T2-MCP-5_maximal_r1,mcp,A1,T2-MCP-5,T2,nasa,MCP,maximal,nasa;alphavantage;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,174570,458,175028,21006.66389999969,2,2,1.0,1.0,True,1.0,1055,7,2026-03-20T21:50:30.160148+00:00
A3_T2-MCP-5_minimal_r1,multi_agent_mcp,A3,T2-MCP-5,T2,nasa,MCP,minimal,nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,149189,759,149948,23558.07300000015,3,3,1.0,1.0,True,1.0,1040,13,2026-03-20T21:53:36.777280+00:00
A3_T2-MCP-5_moderate_r1,multi_agent_mcp,A3,T2-MCP-5,T2,nasa,MCP,moderate,nasa;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7801,666,8467,41457.94510000269,3,3,1.0,1.0,True,1.0,746,13,2026-03-20T21:54:26.824699+00:00
A3_T2-MCP-5_maximal_r1,multi_agent_mcp,A3,T2-MCP-5,T2,nasa,MCP,maximal,nasa;alphavantage;cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,149942,735,150677,24884.558199999447,3,3,1.0,1.0,True,1.0,1050,13,2026-03-20T21:55:05.186367+00:00
A1_T2-MCP-1_minimal_r1,mcp,A1,T2-MCP-1,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18638,1303,19941,26161.793999999645,7,7,1.0,1.0,True,1.0,871,16,2026-03-20T21:58:44.366552+00:00
A1_T2-MCP-1_moderate_r1,mcp,A1,T2-MCP-1,T2,nutrition,MCP,moderate,nutrition;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,31844,1392,33236,24656.0642000004,7,7,1.0,1.0,True,1.0,938,16,2026-03-20T21:59:17.523023+00:00
A1_T2-MCP-1_maximal_r1,mcp,A1,T2-MCP-1,T2,nutrition,MCP,maximal,nutrition;alphavantage;cocktails;devtoolkit;morse;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,105022,1367,106389,30869.3045,7,7,1.0,1.0,True,1.0,827,20,2026-03-20T22:00:01.147234+00:00
A3_T2-MCP-1_minimal_r1,multi_agent_mcp,A3,T2-MCP-1,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,20140,1975,22115,33363.438600001246,8,8,1.0,1.0,True,1.0,1416,26,2026-03-20T22:02:33.465703+00:00
A3_T2-MCP-1_moderate_r1,multi_agent_mcp,A3,T2-MCP-1,T2,nutrition,MCP,moderate,nutrition;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,20541,1798,22339,30942.41119999788,8,8,1.0,1.0,True,1.0,690,22,2026-03-20T22:03:14.555563+00:00
A3_T2-MCP-1_maximal_r1,multi_agent_mcp,A3,T2-MCP-1,T2,nutrition,MCP,maximal,nutrition;alphavantage;cocktails;devtoolkit;morse;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,20906,1725,22631,30237.318399998912,8,8,1.0,1.0,True,1.0,909,26,2026-03-20T22:04:00.555160+00:00
A1_T2-MCP-2_minimal_r1,mcp,A1,T2-MCP-2,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,13022,1175,14197,21174.349100001564,5,5,1.0,1.0,True,1.0,1328,16,2026-03-20T22:06:39.241162+00:00
A1_T2-MCP-2_moderate_r1,mcp,A1,T2-MCP-2,T2,nutrition,MCP,moderate,nutrition;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,22700,1151,23851,21446.352599999955,5,5,1.0,1.0,True,1.0,1189,16,2026-03-20T22:07:09.419336+00:00
A1_T2-MCP-2_maximal_r1,mcp,A1,T2-MCP-2,T2,nutrition,MCP,maximal,nutrition;alphavantage;cocktails;devtoolkit;morse;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,63744,856,64600,21287.1589000024,4,4,1.0,1.0,True,1.0,924,13,2026-03-20T22:07:44.264046+00:00
A3_T2-MCP-2_minimal_r1,multi_agent_mcp,A3,T2-MCP-2,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,14183,1410,15593,25845.387299999857,6,6,1.0,1.0,True,1.0,844,22,2026-03-20T22:10:09.813841+00:00
A3_T2-MCP-2_moderate_r1,multi_agent_mcp,A3,T2-MCP-2,T2,nutrition,MCP,moderate,nutrition;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,14434,1438,15872,26134.744999999384,6,6,1.0,1.0,True,1.0,924,22,2026-03-20T22:10:44.824480+00:00
A3_T2-MCP-2_maximal_r1,multi_agent_mcp,A3,T2-MCP-2,T2,nutrition,MCP,maximal,nutrition;alphavantage;cocktails;devtoolkit;morse;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,3367,289,3656,7229.696300000796,1,1,1.0,0.0,False,0.0,460,7,2026-03-20T22:11:06.030983+00:00
A1_T2-MCP-3_minimal_r1,mcp,A1,T2-MCP-3,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9907,898,10805,17444.420300002093,4,4,1.0,1.0,True,1.0,1096,13,2026-03-20T22:14:08.666548+00:00
A1_T2-MCP-3_moderate_r1,mcp,A1,T2-MCP-3,T2,nutrition,MCP,moderate,nutrition;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,18101,931,19032,16556.600200001412,4,4,1.0,1.0,True,1.0,1137,13,2026-03-20T22:14:33.911363+00:00
A1_T2-MCP-3_maximal_r1,mcp,A1,T2-MCP-3,T2,nutrition,MCP,maximal,nutrition;alphavantage;cocktails;devtoolkit;morse;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,77483,1114,78597,24479.545199999848,5,5,1.0,1.0,True,1.0,1233,16,2026-03-20T22:15:11.281130+00:00
A3_T2-MCP-3_minimal_r1,multi_agent_mcp,A3,T2-MCP-3,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,14058,1510,15568,26582.195899998624,6,6,1.0,1.0,True,1.0,1237,22,2026-03-20T22:20:18.401446+00:00
A3_T2-MCP-3_moderate_r1,multi_agent_mcp,A3,T2-MCP-3,T2,nutrition,MCP,moderate,nutrition;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,14484,1595,16079,26908.814800000982,6,6,1.0,1.0,True,1.0,1251,22,2026-03-20T22:20:54.072939+00:00
A3_T2-MCP-3_maximal_r1,multi_agent_mcp,A3,T2-MCP-3,T2,nutrition,MCP,maximal,nutrition;alphavantage;cocktails;devtoolkit;morse;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,14930,1569,16499,26234.97289999796,6,6,1.0,1.0,True,1.0,1167,22,2026-03-20T22:21:34.395950+00:00
A1_T2-MCP-4_minimal_r1,mcp,A1,T2-MCP-4,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,25590,1848,27438,32935.08809999912,9,9,1.0,1.0,False,0.7,1279,24,2026-03-20T22:25:55.184971+00:00
A1_T2-MCP-4_moderate_r1,mcp,A1,T2-MCP-4,T2,nutrition,MCP,moderate,nutrition;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,42033,1756,43789,32324.986399999038,9,9,1.0,1.0,False,0.7,1183,23,2026-03-20T22:26:35.986211+00:00
A1_T2-MCP-4_maximal_r1,mcp,A1,T2-MCP-4,T2,nutrition,MCP,maximal,nutrition;alphavantage;cocktails;devtoolkit;morse;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,133314,1727,135041,42963.25989999968,9,9,1.0,1.0,False,0.8,1145,24,2026-03-20T22:27:32.061413+00:00
A3_T2-MCP-4_minimal_r1,multi_agent_mcp,A3,T2-MCP-4,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,26751,2282,29033,36925.90960000234,10,10,1.0,1.0,False,0.7,1294,30,2026-03-20T22:32:37.691941+00:00
A3_T2-MCP-4_moderate_r1,multi_agent_mcp,A3,T2-MCP-4,T2,nutrition,MCP,moderate,nutrition;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,27346,2062,29408,36026.45470000061,10,10,1.0,1.0,False,0.7,1001,29,2026-03-20T22:33:22.371328+00:00
A3_T2-MCP-4_maximal_r1,multi_agent_mcp,A3,T2-MCP-4,T2,nutrition,MCP,maximal,nutrition;alphavantage;cocktails;devtoolkit;morse;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,27598,2242,29840,42920.91190000065,10,10,1.0,1.0,False,0.7,1062,30,2026-03-20T22:34:18.986511+00:00
A1_T2-MCP-5_minimal_r1,mcp,A1,T2-MCP-5,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9696,769,10465,14417.452199999389,4,4,1.0,1.0,True,1.0,630,13,2026-03-20T22:38:00.361464+00:00
A1_T2-MCP-5_moderate_r1,mcp,A1,T2-MCP-5,T2,nutrition,MCP,moderate,nutrition;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,17919,738,18657,14628.453600002103,4,4,1.0,1.0,True,1.0,409,13,2026-03-20T22:38:22.779177+00:00
A1_T2-MCP-5_maximal_r1,mcp,A1,T2-MCP-5,T2,nutrition,MCP,maximal,nutrition;alphavantage;cocktails;devtoolkit;morse;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,37363,351,37714,9997.14110000059,2,2,1.0,1.0,True,1.0,349,7,2026-03-20T22:38:45.228287+00:00
A3_T2-MCP-5_minimal_r1,multi_agent_mcp,A3,T2-MCP-5,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,6150,549,6699,11311.609999997016,3,3,1.0,1.0,True,1.0,368,13,2026-03-20T22:40:24.415321+00:00
A3_T2-MCP-5_moderate_r1,multi_agent_mcp,A3,T2-MCP-5,T2,nutrition,MCP,moderate,nutrition;alphavantage;cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11307,965,12272,18648.63139999943,5,5,1.0,1.0,True,1.0,395,19,2026-03-20T22:40:51.606076+00:00
A3_T2-MCP-5_maximal_r1,multi_agent_mcp,A3,T2-MCP-5,T2,nutrition,MCP,maximal,nutrition;alphavantage;cocktails;devtoolkit;morse;nasa,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,6864,521,7385,11220.237699999416,3,3,1.0,1.0,True,1.0,379,13,2026-03-20T22:41:15.193976+00:00
A2_T1-MCP-1_minimal_r1,code_mode,A2,T1-MCP-1,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,6961,353,7314,9770.756587968208,3,3,1.0,1.0,True,1.0,212,10,2026-03-24T21:55:28.935453+00:00
A2_T1-MCP-1_moderate_r1,code_mode,A2,T1-MCP-1,T1,morse,MCP,moderate,morse;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8588,359,8947,11263.83450406138,3,3,1.0,1.0,True,1.0,248,10,2026-03-24T21:55:48.416506+00:00
A2_T1-MCP-1_maximal_r1,code_mode,A2,T1-MCP-1,T1,morse,MCP,maximal,morse;cocktails;devtoolkit;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8732,343,9075,9653.36250490509,3,3,1.0,1.0,True,1.0,196,10,2026-03-24T21:56:06.721653+00:00
A4_T1-MCP-1_minimal_r1,multi_agent_code,A4,T1-MCP-1,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7424,592,8016,14333.032715017907,4,4,1.0,1.0,True,1.0,311,16,2026-03-24T21:56:29.500461+00:00
A4_T1-MCP-1_moderate_r1,multi_agent_code,A4,T1-MCP-1,T1,morse,MCP,moderate,morse;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7784,540,8324,13225.719047011808,4,4,1.0,1.0,True,1.0,209,16,2026-03-24T21:56:52.297558+00:00
A4_T1-MCP-1_maximal_r1,multi_agent_code,A4,T1-MCP-1,T1,morse,MCP,maximal,morse;cocktails;devtoolkit;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7902,569,8471,13705.701172002591,4,4,1.0,1.0,True,1.0,324,16,2026-03-24T21:57:16.098812+00:00
A2_T1-MCP-2_minimal_r1,code_mode,A2,T1-MCP-2,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,6985,373,7358,9635.594129911624,3,3,1.0,1.0,True,1.0,237,10,2026-03-24T21:57:33.820803+00:00
A2_T1-MCP-2_moderate_r1,code_mode,A2,T1-MCP-2,T1,morse,MCP,moderate,morse;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8598,380,8978,10247.09417205304,3,3,1.0,1.0,True,1.0,399,10,2026-03-24T21:57:52.132713+00:00
A2_T1-MCP-2_maximal_r1,code_mode,A2,T1-MCP-2,T1,morse,MCP,maximal,morse;cocktails;devtoolkit;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8756,366,9122,11826.229628990404,3,3,1.0,1.0,True,1.0,356,10,2026-03-24T21:58:12.040860+00:00
A4_T1-MCP-2_minimal_r1,multi_agent_code,A4,T1-MCP-2,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7468,529,7997,13706.312756054103,4,4,1.0,1.0,True,1.0,181,16,2026-03-24T21:58:34.217714+00:00
A4_T1-MCP-2_moderate_r1,multi_agent_code,A4,T1-MCP-2,T1,morse,MCP,moderate,morse;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7810,564,8374,14076.296298066154,4,4,1.0,1.0,True,1.0,257,16,2026-03-24T21:58:57.937981+00:00
A4_T1-MCP-2_maximal_r1,multi_agent_code,A4,T1-MCP-2,T1,morse,MCP,maximal,morse;cocktails;devtoolkit;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8006,591,8597,15237.915338948367,4,4,1.0,1.0,True,1.0,258,16,2026-03-24T21:59:22.769173+00:00
A2_T1-MCP-3_minimal_r1,code_mode,A2,T1-MCP-3,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7000,436,7436,9712.953754002228,3,3,1.0,1.0,True,1.0,323,10,2026-03-24T21:59:40.267450+00:00
A2_T1-MCP-3_moderate_r1,code_mode,A2,T1-MCP-3,T1,morse,MCP,moderate,morse;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8628,440,9068,11543.065297068097,3,3,1.0,1.0,True,1.0,323,10,2026-03-24T22:00:00.106687+00:00
A2_T1-MCP-3_maximal_r1,code_mode,A2,T1-MCP-3,T1,morse,MCP,maximal,morse;cocktails;devtoolkit;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8775,431,9206,10828.742420999331,3,3,1.0,1.0,True,1.0,311,10,2026-03-24T22:00:19.111131+00:00
A4_T1-MCP-3_minimal_r1,multi_agent_code,A4,T1-MCP-3,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7664,781,8445,17087.541590910405,4,4,1.0,1.0,True,1.0,312,16,2026-03-24T22:00:45.060999+00:00
A4_T1-MCP-3_moderate_r1,multi_agent_code,A4,T1-MCP-3,T1,morse,MCP,moderate,morse;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7872,689,8561,15512.168298009785,4,4,1.0,1.0,True,1.0,316,16,2026-03-24T22:01:10.790842+00:00
A4_T1-MCP-3_maximal_r1,multi_agent_code,A4,T1-MCP-3,T1,morse,MCP,maximal,morse;cocktails;devtoolkit;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8125,766,8891,18876.619342016056,4,4,1.0,1.0,True,1.0,323,16,2026-03-24T22:01:40.374676+00:00
A2_T1-MCP-4_minimal_r1,code_mode,A2,T1-MCP-4,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,6998,400,7398,10532.080504926853,3,3,1.0,1.0,True,1.0,253,10,2026-03-24T22:01:59.913811+00:00
A2_T1-MCP-4_moderate_r1,code_mode,A2,T1-MCP-4,T1,morse,MCP,moderate,morse;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8621,397,9018,10242.719170986677,3,3,1.0,1.0,True,1.0,253,10,2026-03-24T22:02:18.823963+00:00
A2_T1-MCP-4_maximal_r1,code_mode,A2,T1-MCP-4,T1,morse,MCP,maximal,morse;cocktails;devtoolkit;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8771,359,9130,10152.149753994308,3,3,1.0,1.0,True,1.0,238,10,2026-03-24T22:02:37.038895+00:00
A4_T1-MCP-4_minimal_r1,multi_agent_code,A4,T1-MCP-4,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7471,589,8060,13747.363798087465,4,4,1.0,1.0,True,1.0,262,16,2026-03-24T22:02:59.504087+00:00
A4_T1-MCP-4_moderate_r1,multi_agent_code,A4,T1-MCP-4,T1,morse,MCP,moderate,morse;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7822,595,8417,16241.901798988692,4,4,1.0,1.0,True,1.0,253,16,2026-03-24T22:03:25.295540+00:00
A4_T1-MCP-4_maximal_r1,multi_agent_code,A4,T1-MCP-4,T1,morse,MCP,maximal,morse;cocktails;devtoolkit;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7980,594,8574,27280.41826200206,4,4,1.0,1.0,True,1.0,256,16,2026-03-24T22:04:03.146028+00:00
A2_T1-MCP-5_minimal_r1,code_mode,A2,T1-MCP-5,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7144,381,7525,10076.007755007597,3,3,1.0,1.0,True,1.0,287,10,2026-03-24T22:04:21.499372+00:00
A2_T1-MCP-5_moderate_r1,code_mode,A2,T1-MCP-5,T1,morse,MCP,moderate,morse;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8748,443,9191,13055.323671898805,3,3,1.0,1.0,True,1.0,390,10,2026-03-24T22:04:42.660164+00:00
A2_T1-MCP-5_maximal_r1,code_mode,A2,T1-MCP-5,T1,morse,MCP,maximal,morse;cocktails;devtoolkit;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8894,422,9316,11571.048589074053,3,3,1.0,1.0,True,1.0,326,10,2026-03-24T22:05:02.427876+00:00
A4_T1-MCP-5_minimal_r1,multi_agent_code,A4,T1-MCP-5,T1,morse,MCP,minimal,morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7697,625,8322,18076.126633910462,4,4,1.0,1.0,True,1.0,274,16,2026-03-24T22:05:28.899738+00:00
A4_T1-MCP-5_moderate_r1,multi_agent_code,A4,T1-MCP-5,T1,morse,MCP,moderate,morse;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8203,745,8948,17170.528257032856,4,4,1.0,1.0,True,1.0,364,16,2026-03-24T22:05:56.196406+00:00
A4_T1-MCP-5_maximal_r1,multi_agent_code,A4,T1-MCP-5,T1,morse,MCP,maximal,morse;cocktails;devtoolkit;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8247,672,8919,15834.087632014416,4,4,1.0,1.0,True,1.0,275,16,2026-03-24T22:06:22.624277+00:00
A2_T2-MCP-1_minimal_r1,code_mode,A2,T2-MCP-1,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8883,818,9701,15755.133423022926,3,3,1.0,1.0,True,1.0,589,10,2026-03-24T22:06:46.723307+00:00
A2_T2-MCP-1_moderate_r1,code_mode,A2,T2-MCP-1,T2,nutrition,MCP,moderate,nutrition;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10511,823,11334,16747.434007003903,3,3,1.0,1.0,True,1.0,618,10,2026-03-24T22:07:13.769992+00:00
A2_T2-MCP-1_maximal_r1,code_mode,A2,T2-MCP-1,T2,nutrition,MCP,maximal,nutrition;cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10561,849,11410,16819.962465087883,3,3,1.0,1.0,True,1.0,722,10,2026-03-24T22:07:39.323796+00:00
A4_T2-MCP-1_minimal_r1,multi_agent_code,A4,T2-MCP-1,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10428,1882,12310,31951.076806988567,4,4,1.0,1.0,True,1.0,756,16,2026-03-24T22:08:20.427846+00:00
A4_T2-MCP-1_moderate_r1,multi_agent_code,A4,T2-MCP-1,T2,nutrition,MCP,moderate,nutrition;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10814,1801,12615,30044.61172199808,4,4,1.0,1.0,True,1.0,791,16,2026-03-24T22:09:01.589371+00:00
A4_T2-MCP-1_maximal_r1,multi_agent_code,A4,T2-MCP-1,T2,nutrition,MCP,maximal,nutrition;cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11040,1995,13035,32151.659263996407,4,4,1.0,1.0,True,1.0,974,16,2026-03-24T22:09:44.437136+00:00
A2_T2-MCP-2_minimal_r1,code_mode,A2,T2-MCP-2,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9027,1015,10042,19626.697675092146,3,3,1.0,1.0,True,1.0,1288,10,2026-03-24T22:10:13.649595+00:00
A2_T2-MCP-2_moderate_r1,code_mode,A2,T2-MCP-2,T2,nutrition,MCP,moderate,nutrition;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10713,1058,11771,20372.634759056386,3,3,1.0,1.0,True,1.0,1373,10,2026-03-24T22:10:43.109463+00:00
A2_T2-MCP-2_maximal_r1,code_mode,A2,T2-MCP-2,T2,nutrition,MCP,maximal,nutrition;cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10745,1043,11788,20258.46779998392,3,3,1.0,1.0,True,1.0,1346,10,2026-03-24T22:11:13.052349+00:00
A4_T2-MCP-2_minimal_r1,multi_agent_code,A4,T2-MCP-2,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10419,2300,12719,43290.677728015,4,4,1.0,1.0,True,1.0,1213,16,2026-03-24T22:12:06.251355+00:00
A4_T2-MCP-2_moderate_r1,multi_agent_code,A4,T2-MCP-2,T2,nutrition,MCP,moderate,nutrition;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11726,2213,13939,41963.90302001964,4,4,1.0,1.0,True,1.0,1179,16,2026-03-24T22:12:59.821431+00:00
A4_T2-MCP-2_maximal_r1,multi_agent_code,A4,T2-MCP-2,T2,nutrition,MCP,maximal,nutrition;cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9771,1414,11185,31715.62426397577,4,4,1.0,1.0,True,1.0,981,16,2026-03-24T22:13:43.217002+00:00
A2_T2-MCP-3_minimal_r1,code_mode,A2,T2-MCP-3,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9456,1136,10592,20256.353884004056,3,3,1.0,1.0,True,1.0,1061,10,2026-03-24T22:14:12.970300+00:00
A2_T2-MCP-3_moderate_r1,code_mode,A2,T2-MCP-3,T2,nutrition,MCP,moderate,nutrition;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,14133,1106,15239,20946.17146800738,4,4,1.0,1.0,True,1.0,1070,13,2026-03-24T22:14:43.141072+00:00
